機構名稱,縣市,縣市代碼,行政區,行政區代碼,地址全址,經度,緯度,特約服務項目,機構電話,電子郵件,機構負責人姓名,最後異動時間
臺北市政府社會局委託社團法人台灣德安社會福利協會經營管理臺北市大安社區長照機構,臺北市,63000,大安區,63000030,臺北市大安區德安里四維路76巷12號,121.547348,25.03420448,小規模多機能服務,02-27086255,daanolder@gmail.com,陳敏雄,20240102 15:02:02
達特窩可事業有限公司附設新北市私立賴夫居家長照機構,新北市,65000,新莊區,65000050,新北市新莊區思源里自立街250號2樓,121.4588852,25.04548836,喘息服務,26748522,drwalk4u@gmail.com,賴維澤,20240102 16:34:09
達特窩可事業有限公司附設新北市私立賴夫居家長照機構,新北市,65000,新莊區,65000050,新北市新莊區思源里自立街250號2樓,121.4588852,25.04548836,專業照護服務,26748522,drwalk4u@gmail.com,賴維澤,20240102 16:34:09
達特窩可居家物理治療所,新北市,65000,三峽區,65000090,新北市三峽區介壽路一段276巷108弄1號,121.3798752,24.92776108,專業照護服務,02-26748522,drwalk4u@gmail.com,賴維澤,20240102 16:38:31
霖口居家語言治療所,新北市,65000,林口區,65000170,新北市林口區仁愛路2段62巷26號3樓,121.3530884,25.11933136,專業照護服務,02-86013646,lkst26@gmail.com,張曉卿,20240102 16:40:20
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理南港社區式長照機構,臺北市,63000,南港區,63000090,臺北市南港區重陽里重陽路187巷5號,121.5987625,25.05712891,日間照顧服務,02-26535311,nkelder@gmail.com,黃禎祥,20240102 18:55:54
臺北市政府社會局委託財團法人利河伯社會福利基金會經營管理臺北市文山老人養護中心,臺北市,63000,文山區,63000080,臺北市文山區興豐里興隆路二段95巷8號,121.5468826,25.00002098,日間照顧服務,,rwf_ws@yahoo.com,王明昌,20240102 18:57:15
臺北市政府社會局委託佳醫長照社團法人經營管理臺北市兆如老人安養護中心,臺北市,63000,文山區,63000080,臺北市文山區政大二街129號,121.5841904,24.98931503,日間照顧服務,222258688,wenliyun12@gmail.com,蘇秀鑾,20240102 18:58:03
衛生福利部基隆醫院附設南港綜合長照機構,臺北市,63000,南港區,63000090,臺北市南港區南港路二段78號3-5樓,121.603447,25.05398178,日間照顧服務,02-24292525,ngltc@kln.mohw.gov.tw,林三齊,20240102 18:59:19
臺北市政府社會局委託中華民國紅心字會經營管理臺北市興隆社區長照機構,臺北市,63000,文山區,63000080,臺北市文山區明義里興隆路四段105巷47號,121.5631256,24.98828125,日間照顧服務,02-29367119,ankangtw@gmail.com,劉緒倫,20240102 19:01:02
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市松山社區式長期照顧服務機構,臺北市,63000,松山區,63000010,臺北市松山區鵬程里健康路317號2樓,121.5665131,25.05443192,日間照顧服務,02-27685636,sselder105@gmail.com,黃禎祥,20240102 19:22:14
碧華居家職能治療所,新北市,65000,三重區,65000020,新北市三重區富華街98號,121.4912338,25.08367348,專業照護服務,0905-395-539,bihuaotclinic@gmail.com,廖皇閔,20240103 13:33:54
安安物理治療所,臺北市,63000,士林區,63000110,臺北市士林區重慶北路四段136號1樓,121.5124817,25.08338928,專業照護服務,02-29161003,annysknt@gmail.com,簡淑霞,20240104 10:29:40
渥康國際股份有限公司附設臺北市私立康禾社區長照機構,臺北市,63000,松山區,63000010,臺北市松山區南京東路三段285號3樓,121.5458374,25.05200768,日間照顧服務,77056178,khdaycare.service@gmail.com,林恩,20240104 14:46:24
康年銀髮樂活股份有限公司附設臺北市私立康年復興社區長照機構,臺北市,63000,松山區,63000010,臺北市松山區復興北路309號4樓,121.5444031,25.05865669,日間照顧服務,25466881,ss309fs@gmail.com,蔡淑芬,20240104 15:00:22
愛馨居服有限公司附設臺北市私立松山悅馨社區長照機構,臺北市,63000,松山區,63000010,臺北市松山區南京東路5段230號2樓之4、2樓之5及2樓之6,121.5656815,25.05117607,日間照顧服務,87862031,yueshindaycare@gmail.com,傅翰強,20240104 15:03:00
臺北市政府社會局委託中華民國紅心字會經營管理臺北市廣慈社區長照機構,臺北市,63000,信義區,63000020,臺北市信義區大道路116號4樓之3,121.5828857,25.03861618,日間照顧服務,8787-0300,xinyitw@yahoo.com.tw,劉緒倫,20240104 15:08:49
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市中山社區式長期照顧服務機構,臺北市,63000,中山區,63000040,臺北市中山區新生北路二段101巷2號,121.5284271,25.05731773,日間照顧服務,02-25420006,elder0006@gmail.com,黃禎祥,20240104 15:56:17
臺北市私立安歆松江社區長照機構,臺北市,63000,中山區,63000040,臺北市中山區中央里松江路50號3樓,121.5326614,25.04817963,日間照顧服務,02-25371116,yaru42@gmail.com,張維庭,20240104 15:58:05
凱風長照股份有限公司附設臺北市私立凱風民權社區長照機構,臺北市,63000,中山區,63000040,臺北市中山區民權東路三段21號2樓之1及之2,121.5416946,25.06255722,日間照顧服務,02-2508-0810,dc001@kfcare.com.tw,郭家展,20240104 16:02:07
凱風長照股份有限公司附設臺北市私立凱風大直社區長照機構,臺北市,63000,中山區,63000040,臺北市中山區樂群三路56號5樓之2,121.5528336,25.08247375,日間照顧服務,02-8501-1716,dc002@kfcare.com.tw,郭家展,20240104 16:06:07
中化銀髮事業股份有限公司附設臺北市私立暖時光社區長照機構,臺北市,63000,中山區,63000040,臺北市中山區長安東路二段131-1號1-3樓及131-2號2-3樓,121.5361633,25.04850578,日間照顧服務,978511719,kate.chang@ccpc.com.tw,王謝怡貞,20240104 16:13:05
雲朵實業股份有限公司附設臺北市私立太陽社區長照機構,臺北市,63000,中山區,63000040,臺北市中山區中山北路三段53-4號5樓,121.5229492,25.06789207,日間照顧服務,2599-1135,cloudceo2023@gmail.com,方明,20240104 16:16:55
凱風長照股份有限公司附設臺北市私立凱風新生北綜合長照機構,臺北市,63000,中山區,63000040,臺北市中山區晴光里新生北路三段56巷17號1樓,121.5269241,25.0657196,日間照顧服務,2599-6681,service@kfcare.com.tw,郭家展,20240104 16:23:34
新北市私立保安老人長期照顧中心(養護型),新北市,65000,樹林區,65000070,新北市樹林區保安街二段64號4樓、64號5樓、64號6樓,121.4155426,25.00264549,喘息服務,26863810,nbaoan66@gmail.com,唐台勇,20240105 13:03:29
柏愛健康產業有限公司附設新北市私立柏愛居家長照機構,新北市,65000,坪林區,65000200,新北市坪林區北宜路八段176號3樓,121.5186157,25.01575661,居家服務,8925-9456,boailongtermcare@gmail.com,湯杏嬌,20240108 10:09:47
柏愛健康產業有限公司附設新北市私立柏愛居家長照機構,新北市,65000,坪林區,65000200,新北市坪林區北宜路八段176號3樓,121.5186157,25.01575661,喘息服務,8925-9456,boailongtermcare@gmail.com,湯杏嬌,20240108 10:10:55
愛迪樂居家職能治療所,臺北市,63000,南港區,63000090,臺北市南港區福德街373巷5號15樓,121.5912399,25.04034233,專業照護服務,,adlers0615@gmail.com,鍾孟修,20240108 16:54:54
月上營養照護諮詢機構,新北市,65000,林口區,65000170,新北市林口區文化三路2段32號3樓之8,121.3741379,25.07850266,專業照護服務,02-26032323,YesUp.health@gmail.com,黃美子,20240108 17:27:29
碩穎健康股份有限公司附設臺北市私立碩穎居家長照機構,臺北市,63000,信義區,63000020,臺北市信義區富陽街29號1樓,121.5563965,25.0229187,居家服務,27372704,shuoinhomecare@gmail.com,李昱慧,20240109 11:46:06
靜安健康股份有限公司附設臺北市私立靜安健康居家長照機構,臺北市,63000,松山區,63000010,臺北市松山區中華里南京東路4段1號8樓820室,121.5574799,25.05135727,居家服務,225700258,serenecare0609@gmail.com,孫維欣,20240109 14:09:46
熊樂心有限公司附設新北市私立熊樂心居家長照機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區中山一路161號3樓R03室,121.4753036,25.08160019,居家服務,958135505,Blshome1999@gmail.com,陳欣怡,20240109 15:12:39
熊樂心有限公司附設新北市私立熊樂心居家長照機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區中山一路161號3樓R03室,121.4753036,25.08160019,喘息服務,958135505,Blshome1999@gmail.com,陳欣怡,20240109 15:13:18
逸滿心有限公司附設臺北市私立逸滿心社區長照機構,臺北市,63000,士林區,63000110,臺北市士林區中山北路5段687號3樓之1,121.5272903,25.09718513,喘息服務,02-28353535,momosss2014@gmail.com,羅順芳,20240109 15:56:34
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市松山社區式長期照顧服務機構,臺北市,63000,松山區,63000010,臺北市松山區鵬程里健康路317號2樓,121.5665131,25.05443192,營養餐飲服務,02-27685636,sselder105@gmail.com,黃禎祥,20240109 17:13:03
拾光健康事業有限公司附設新北市私立拾光居家長照機構,新北市,65000,新莊區,65000050,新北市新莊區中華路二段7號6樓(YS402),,,居家服務,29908931,01011007love@gmail.com,呂雅婷,20240110 13:46:17
拾光健康事業有限公司附設新北市私立拾光居家長照機構,新北市,65000,新莊區,65000050,新北市新莊區中華路二段7號6樓(YS402),,,喘息服務,29908931,01011007love@gmail.com,呂雅婷,20240110 13:46:41
浩盛國際人力顧問股份有限公司附設新北市私立浩盛居家長照機構,新北市,65000,新莊區,65000050,新北市新莊區新北大道四段171號2樓YS201室,121.445816,25.0586319,居家服務,903516204,haosheng11211@gmail.com,阮寶燕,20240110 13:55:28
浩盛國際人力顧問股份有限公司附設新北市私立浩盛居家長照機構,新北市,65000,新莊區,65000050,新北市新莊區新北大道四段171號2樓YS201室,121.445816,25.0586319,喘息服務,903516204,haosheng11211@gmail.com,阮寶燕,20240110 13:55:53
慧民居家護理所,新北市,65000,三峽區,65000090,新北市三峽區龍埔里三樹路7巷3號1樓,121.3767014,24.93740082,專業照護服務,02-86720770,a0939336221@gmail.com,陳慧玲,20240207 15:02:25
立詒長照有限公司附設新北市私立宥典居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區裕民街151號2樓,,,居家服務,02-22781719,liyi.longcare@gmail.com,蔣曉文,20240112 14:39:29
立詒長照有限公司附設新北市私立宥典居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區裕民街151號2樓,,,喘息服務,02-22781719,liyi.longcare@gmail.com,蔣曉文,20240112 14:39:57
擁心健康事業有限公司附設新北市私立瓏寶居家式長照機構,新北市,65000,淡水區,65000100,新北市淡水區民權路111號3樓B03室,121.4602661,25.13746262,居家服務,975506075,yungshin2001@gmail.com,張美婷,20240112 16:46:40
擁心健康事業有限公司附設新北市私立瓏寶居家式長照機構,新北市,65000,淡水區,65000100,新北市淡水區民權路111號3樓B03室,121.4602661,25.13746262,喘息服務,975506075,yungshin2001@gmail.com,張美婷,20240112 16:47:14
碧華居家職能治療所,新北市,65000,三重區,65000020,新北市三重區富華街98號,121.4912338,25.08367348,專業照護服務(CC01),0905-395-539,bihuaotclinic@gmail.com,廖皇閔,20240115 15:13:12
碧華居家職能治療所,新北市,65000,三重區,65000020,新北市三重區富華街98號,121.4912338,25.08367348,專業照護服務(CC01),0905-395-539,bihuaotclinic@gmail.com,廖皇閔,20240115 16:36:14
沐松有限公司附設新北市私立沐松居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區三民路二段33號14樓(B5室),121.4655304,25.01343918,居家服務,961199163,maison199163@gmail.com,莊婷茹,20240117 14:04:34
沐松有限公司附設新北市私立沐松居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區三民路二段33號14樓(B5室),121.4655304,25.01343918,喘息服務,961199163,maison199163@gmail.com,莊婷茹,20240117 14:05:00
社團法人新北市照顧服務協會附設新北市私立金禾心居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區雙十路二段10-2號6樓(C室),121.4765549,25.02681923,居家服務,02-22261858,Jinansin168@gmail.com,王坤昊,20240117 14:12:49
社團法人新北市照顧服務協會附設新北市私立金禾心居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區雙十路二段10-2號6樓(C室),121.4765549,25.02681923,喘息服務,02-22261858,Jinansin168@gmail.com,王坤昊,20240117 14:13:18
新印象居家職能治療所,新北市,65000,新店區,65000060,新北市新店區安德街85號2樓(B室),121.5095749,24.9609375,專業照護服務,910984434,newhomeot@gmail.com,李昊,20240118 13:03:16
愛斯特居服有限公司附設臺北市私立愛斯特居家長照機構,臺北市,63000,大同區,63000060,臺北市大同區建明里市民大道一段211號11樓之27,121.5184097,25.0491333,喘息服務,0922-225499,esther.careforyou@gmail.com,薛弼仁,20240119 09:56:30
新北市私立御安居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區雙十路二段10-1號7樓,121.456459,25.01307678,居家服務,02-82581066,yuan1966.1121128@gmail.com,張美慧,20240119 11:36:43
新北市私立御安居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區雙十路二段10-1號7樓,121.456459,25.01307678,喘息服務,02-82581066,yuan1966.1121128@gmail.com,張美慧,20240119 11:37:06
澄和有限公司附設新北市私立宜和居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區漢生東路21號9樓,121.6577911,24.91819954,居家服務,932281127,yiho2310@gmail.com,吳聲朋,20240123 08:38:27
澄和有限公司附設新北市私立宜和居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區漢生東路21號9樓,121.6577911,24.91819954,喘息服務,932281127,yiho2310@gmail.com,吳聲朋,20240123 08:39:43
社團法人新北市復康愛關懷協會,新北市,65000,三峽區,65000090,新北市三峽區介壽路一段276巷108弄12號5樓,121.3797455,24.92819023,交通接送服務,02-86743999,bd168372@gmail.com,陳歆,20240123 08:57:38
財團法人中華民國佛教慈濟慈善事業基金會臺北市私立慈濟居家長照機構,臺北市,63000,萬華區,63000070,臺北市萬華區莒光路222號5樓,121.5002518,25.03133583,喘息服務,02-23023479,Ltc000517@tzuchi.org.tw,釋證嚴,20240123 09:16:10
小驢駒小客車租賃有限公司(屏東縣),新北市,65000,新莊區,65000050,新北市新莊區復興路2段196巷2弄9之3號,121.4589615,25.0440979,交通接送服務,0910-918631,ss46005176@gmail.com,葉書含,20240124 14:38:49
寶安健康有限公司附設臺北市私立鑫安居家長照機構,臺北市,63000,文山區,63000080,臺北市文山區興隆路三段206巷10弄1號,121.5578918,24.9965229,居家服務,02-2230-3056,baoan206101@gmail.com,廖麗如,20240125 10:56:23
寶安健康有限公司附設臺北市私立鑫安居家長照機構,臺北市,63000,文山區,63000080,臺北市文山區興隆路三段206巷10弄1號,121.5578918,24.9965229,喘息服務,02-2230-3056,baoan206101@gmail.com,廖麗如,20240125 10:57:12
中華民國紅十字會附設私立博愛居家長照機構,臺北市,63000,萬華區,63000070,臺北市萬華區菜園里康定路62號11樓,121.5023117,25.04244232,居家服務,23310500,lily1015@redcross.org.tw,王清峰,20240125 10:58:53
中華民國紅十字會附設私立博愛居家長照機構,臺北市,63000,萬華區,63000070,臺北市萬華區菜園里康定路62號11樓,121.5023117,25.04244232,喘息服務,23310500,lily1015@redcross.org.tw,王清峰,20240125 10:59:14
元荷國際貿易有限公司附設新北市私立元荷居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區中山路一段293-1號7樓之1(701室),121.458519,25.01229858,居家服務,02-22427675,glotus678@gmail.com,陳乙菲,20240125 11:15:40
元荷國際貿易有限公司附設新北市私立元荷居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區中山路一段293-1號7樓之1(701室),121.458519,25.01229858,喘息服務,02-22427675,glotus678@gmail.com,陳乙菲,20240125 11:16:13
凱風長照股份有限公司附設臺北市私立凱風新生北綜合長照機構,臺北市,63000,中山區,63000040,臺北市中山區晴光里新生北路三段56巷17號1樓,121.5269241,25.0657196,居家服務,2599-6681,service@kfcare.com.tw,郭家展,20240125 13:53:24
財團法人高雄市私立聖和社會福利慈善事業基金會附設臺北市私立小彎社區長照機構,臺北市,63000,南港區,63000090,臺北市南港區向陽路248號1樓,121.5934143,25.05721855,喘息服務,02-27836609,yi89313@yahoo.com.tw,林文雄,20240125 17:44:34
臺北市私立樂齡居家長照機構,臺北市,63000,大同區,63000060,臺北市大同區重慶北路一段30號3樓(322室),121.5135574,25.05086136,喘息服務,0920-851-115,mag35733@gmail.com,陳秉睿,20240125 17:45:39
醫時代股份有限公司附設臺北市私立醫時代民生社區長照機構,臺北市,63000,松山區,63000010,臺北市松山區三民路113巷10號及12號,121.5625305,25.05806732,日間照顧服務,2768-2066,eastyle.daycare.ms@gmail.com,廖繼鼎,20240126 11:31:03
金品頤園股份有限公司附設臺北市私立永吉社區長照機構,臺北市,63000,信義區,63000020,臺北市信義區永吉路185號2樓及臺北市信義區松信路87號2樓,121.5723419,25.04574585,日間照顧服務,2756-8880,yongji2023@gmail.com,林秋儀,20240126 11:45:20
愛護家健康事業股份有限公司附設臺北市私立愛護家居家長照機構,臺北市,63000,中山區,63000040,臺北市中山區晴光里中山北路3段31號7樓之1,121.5225296,25.06570244,喘息服務,02-2599-5665,vera@inursingplus.com,張淑貞,20240129 11:01:53
新北市私立宏國老人長期照顧中心(養護型),新北市,65000,板橋區,65000010,新北市板橋區四川路2段16巷10號7樓,121.4562683,24.99726105,喘息服務,(02)89667037,ww89665034@yahoo.com.tw,吳元耀,20240130 09:17:17
新北市私立松園老人長期照顧中心(養護型),新北市,65000,板橋區,65000010,新北市板橋區四川路2段16巷8號7樓,121.4562683,24.99702644,喘息服務,02-89665034,hguo3303@gmail.com,吳昆松,20240130 09:23:45
臺北市私立大園老人長期照顧中心(養護型),臺北市,63000,中正區,63000050,臺北市中正區三愛里001鄰新生南路1段124之3號1~4樓,121.5325317,25.03750992,喘息服務,02-33931662,biggardenbiggarden@yahoo.com.tw,黃慶玉,20240130 09:45:02
臺北市私立仁泰老人長期照顧中心(養護型),臺北市,63000,中正區,63000050,臺北市中正區三愛里001鄰連雲街3號1、3樓、3之4號及三愛里001鄰新生南路1段124之3號5樓,121.5323105,25.03764534,喘息服務,02-33931662,biggardenbiggarden@yahoo.com.tw,林郁翔,20240130 09:46:57
益巨股份有限公司附設新北市私立安康綜合長照機構,新北市,65000,新店區,65000060,新北市新店區德安里安德街156號3樓,121.5083313,24.95942688,居家服務,02-2211-2130,dc.ankang@rghealth.com.tw,陳威男,20240131 10:58:44
眾心企業股份有限公司附設新北市私立樂安居家長照機構,新北市,65000,中和區,65000030,新北市中和區廣福路12-3號1樓,121.5053406,25.00285912,居家服務,972533691,Raincy.chang@hotmail.com,白三奇,20240131 16:21:59
眾心企業股份有限公司附設新北市私立樂安居家長照機構,新北市,65000,中和區,65000030,新北市中和區廣福路12-3號1樓,121.5053406,25.00285912,喘息服務,972533691,Raincy.chang@hotmail.com,白三奇,20240131 16:22:21
靜安健康股份有限公司附設臺北市私立靜安健康居家長照機構,臺北市,63000,松山區,63000010,臺北市松山區中華里南京東路4段1號8樓820室,121.5574799,25.05135727,喘息服務,225700258,serenecare0609@gmail.com,孫維欣,20240202 09:21:47
新北市私立十方倉居家長照機構,新北市,65000,中和區,65000030,新北市中和區景安路167巷30號1樓,121.5068817,24.9948082,居家服務,0938-785-200,qq1234567890.tw@yahoo.com.tw,高偉淇,20240202 14:11:45
新北市私立十方倉居家長照機構,新北市,65000,中和區,65000030,新北市中和區景安路167巷30號1樓,121.5068817,24.9948082,喘息服務,0938-785-200,qq1234567890.tw@yahoo.com.tw,高偉淇,20240202 14:12:16
賀芯居家有限公司附設新北市私立賀芯居家長照機構,新北市,65000,五股區,65000150,新北市五股區新城六路251號1樓(含夾層),121.4478531,25.09331131,居家服務,986360980,hoxin202309@gmail.com,許恬琪,20240202 14:13:38
賀芯居家有限公司附設新北市私立賀芯居家長照機構,新北市,65000,五股區,65000150,新北市五股區新城六路251號1樓(含夾層),121.4478531,25.09331131,喘息服務,986360980,hoxin202309@gmail.com,許恬琪,20240202 14:14:06
全佳居家護理所,臺北市,63000,北投區,63000120,臺北市北投區中和街40號6樓之45室,121.5027008,25.13820457,居家失能個案家庭醫師照護服務,02-28962900,chuanchia109@gmail.com,全欣怡,20240205 10:07:52
達特窩可居家物理治療所,新北市,65000,三峽區,65000090,新北市三峽區介壽路一段276巷108弄1號,121.3798752,24.92776108,專業照護服務(CC01),02-26748522,drwalk4u@gmail.com,賴維澤,20240205 14:05:39
宏康樂齡健康生活館,臺北市,63000,松山區,63000010,臺北市松山區光復北路172號1樓,121.5565948,25.05331612,輔具及居家無障礙環境服務,02-25450095,hokom20200901@gmail.com,李亞真,20240205 14:19:20
財團法人弘道老人福利基金會附設臺北市私立西松社區長照機構,臺北市,63000,松山區,63000010,臺北市松山區東榮里南京東路五段251巷46弄5號,121.5646896,25.05332184,小規模多機能服務,02-27616300,laughing@hondao.org.tw,王乃弘,20240206 11:58:34
永樂健康生活股份有限公司附設臺北市私立秀家人居家長照機構,臺北市,63000,大同區,63000060,臺北市大同區長安西路177巷8號1樓,121.5059357,25.04578781,居家服務,933418152,everfun2035@gmail.com,徐立德,20240206 15:14:59
臺北市政府社會局委託財團法人臺北市喜樂家族社會福利基金會經營管理大龍峒身障社區長照機構（日間照顧）,臺北市,63000,大同區,63000060,臺北市大同區老師里重慶北路3段320號3、4樓,121.5135193,25.07513237,日間照顧服務,02-25922581,joy2020da@gmail.com,陳建信,20240206 15:54:43
大安健康股份有限公司附設臺北市私立大安居家長照機構,臺北市,63000,內湖區,63000100,臺北市內湖區寶湖里民權東路6段123巷16號6樓,121.5927505,25.06944656,喘息服務,02-8792-2936,daan.homecare@gmail.com,呂以寧,20240207 09:46:49
財團法人伊甸社會福利基金會附設新北市私立樹林居家長照機構,新北市,65000,樹林區,65000070,新北市樹林區日新街30號1樓,121.42276,24.99254036,居家服務,02-86741338,eden5060@eden.org.tw,羅紀琼,20240207 16:46:27
財團法人伊甸社會福利基金會附設新北市私立樹林居家長照機構,新北市,65000,樹林區,65000070,新北市樹林區日新街30號1樓,121.42276,24.99254036,喘息服務,02-86741338,eden5060@eden.org.tw,羅紀琼,20240207 16:46:56
臺北市私立來服居家長照機構,臺北市,63000,大安區,63000030,臺北市大安區忠孝東路四段221號12樓(1230室) ,121.5525742,25.04166031,喘息服務,0928-610-498,guderlife@gmail.com,褚晏君,20240217 09:15:31
端豈資產管理股份有限公司附設臺北市私立端豈居家長照機構,臺北市,63000,文山區,63000080,臺北市文山區忠順街一段18號1樓,121.5585632,24.9839077,居家服務,2936-6360,duanchi202211@gmail.com,吳柏勳,20240217 16:49:12
禾群長照有限公司附設新北市私立禾群居家長照機構,新北市,65000,中和區,65000030,新北市中和區建八路205號2樓,121.4903412,24.99929237,居家服務,8257-1655#17,wuhsin-ext17@umail.hinet.net,黃朝偉,20240219 14:40:50
禾群長照有限公司附設新北市私立禾群居家長照機構,新北市,65000,中和區,65000030,新北市中和區建八路205號2樓,121.4903412,24.99929237,喘息服務,8257-1655#17,wuhsin-ext17@umail.hinet.net,黃朝偉,20240219 14:41:51
社團法人國際奔享體驗教育發展協會(稻香真光),臺北市,63000,北投區,63000120,臺北市北投區稻香路85號1樓,1,1,喘息服務,0926-440-000,gallop.points@gmail.com,曾美蘭,20240220 14:18:17
承羲有限公司附設新北市私立承羲居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區文化路一段329號4樓(A05室),121.4663086,25.02066612,居家服務,956727686,chengxi5398@gmail.com,洪若婷,20240222 13:42:23
承羲有限公司附設新北市私立承羲居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區文化路一段329號4樓(A05室),121.4663086,25.02066612,喘息服務,956727686,chengxi5398@gmail.com,洪若婷,20240222 13:42:49
臺北市政府衛生局委託臺北榮民總醫院經營管理稻香社區長照機構,臺北市,63000,北投區,63000120,臺北市北投區稻香路81號4樓,121.4892883,25.14091301,喘息服務,02-28958575,daoxiangfacility@gmail.com,陳威明,20240226 13:35:52
洪石數位生活股份有限公司附設新北市私立到咖手居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區文化路一段32巷10號1樓,121.4619827,25.0091362,居家服務,2272-6233,info@docaso885.com,林昌坤,20240227 14:43:57
洪石數位生活股份有限公司附設新北市私立到咖手居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區文化路一段32巷10號1樓,121.4619827,25.0091362,專業照護服務(CC01),2272-6233,info@docaso885.com,林昌坤,20240227 14:44:56
恆愛實業有限公司附設新北市私立恆愛居家長照機構,新北市,65000,三重區,65000020,新北市三重區重新路四段89號10樓A室,121.4861298,25.05557823,居家服務,2977-5001,hengai2023@gmail.com,張幼枝,20240227 16:21:47
恆愛實業有限公司附設新北市私立恆愛居家長照機構,新北市,65000,三重區,65000020,新北市三重區重新路四段89號10樓A室,121.4861298,25.05557823,喘息服務,2977-5001,hengai2023@gmail.com,張幼枝,20240227 16:22:13
善誠健康事業股份有限公司附設臺北市私立大安善誠居家長照機構,臺北市,63000,大安區,63000030,臺北市大安區忠孝東路4段148號7樓717室,121.5499115,25.04129791,居家服務,02-27790951,ltcservice@suncherish.com.tw,林仁德,20240301 13:24:55
全備聖恩健康福祉有限公司附設新北市私立愛加倍居家長照機構,新北市,65000,汐止區,65000110,新北市汐止區新台五路一段159號13樓之10,121.6537857,25.06248665,居家服務,905565151,ane4450@gmail.com,孫宇瑩,20240301 13:39:52
全備聖恩健康福祉有限公司附設新北市私立愛加倍居家長照機構,新北市,65000,汐止區,65000110,新北市汐止區新台五路一段159號13樓之10,121.6537857,25.06248665,喘息服務,905565151,ane4450@gmail.com,孫宇瑩,20240301 13:40:30
一斗長期照護股份有限公司附設新北市私立一斗居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區三民路二段33號14樓(A02室),121.4794159,25.01766205,居家服務,930365022,istilllove10917@gmail.com,游采玲,20240304 17:14:49
一斗長期照護股份有限公司附設新北市私立一斗居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區三民路二段33號14樓(A02室),121.4794159,25.01766205,喘息服務,930365022,istilllove10917@gmail.com,游采玲,20240304 17:15:13
臺北市政府社會局委託財團法人台北市立心慈善基金會經營管理臺北市萬華龍山社區長照機構,臺北市,63000,萬華區,63000070,臺北市萬華區青山里梧州街36號3樓之1,121.4974899,25.03737259,喘息服務,02-23361881,longshanold@gmail.com,洪金桐,20240306 09:16:34
衛生福利部雙和醫院附設居家護理所(委託臺北醫學大學興建經營),新北市,65000,中和區,65000030,新北市中和區中正路291號B1(第二醫療大樓B1社區醫學部),121.4940796,24.9937458,居家失能個案家庭醫師照護服務,02-2249-0088,12049@s.tmu.edu.tw,蘇韻如,20240306 10:53:15
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市瑞光社區長照機構,臺北市,63000,內湖區,63000100,臺北市內湖區湖元里瑞光路162號2樓之1,121.5792618,25.07343483,喘息服務,226575677,neihurg.dc@slsc.org.tw,劉群茂,20240306 14:52:32
新北市私立有鄰社區長照機構,新北市,65000,鶯歌區,65000080,新北市鶯歌區文化路237號1樓,121.3538437,24.95323372,家庭托顧服務,0965-598-182,youni202311@gmail.com,邱李春梅,20240306 15:11:31
愛迪樂居家職能治療所,臺北市,63000,南港區,63000090,臺北市南港區福德街373巷5號15樓,121.5912399,25.04034233,專業照護服務(CC01),,adlers0615@gmail.com,鍾孟修,20240306 15:26:11
日日好日社會企業有限公司附設新北市私立時時好時社區長照機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區長樂路93號2樓,121.46241,25.0871315,日間照顧服務,82867600,haoday93@gmail.com,陳芷璿,20240306 15:26:52
日日好日社會企業有限公司附設新北市私立時時好時社區長照機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區長樂路93號2樓,121.46241,25.0871315,喘息服務,82867600,haoday93@gmail.com,陳芷璿,20240306 15:27:19
達特窩可居家物理治療所,新北市,65000,三峽區,65000090,新北市三峽區介壽路一段276巷108弄1號,121.3798752,24.92776108,專業照護服務(CC01),02-26748522,drwalk4u@gmail.com,賴維澤,20240306 15:53:18
